protein_id	gene_names	OR-01	OR-04	OR-07	OR-09	OR-10	OR-13	OR-20	OR-23	OR-25	PD-02	PD-03	PD-04	PD-06	PD-07	PD-08	PD-09	PD-10	PD-11
P30460	HLA-B	28269000	40794000	18534000	61770000	81966000	34386000	37040000	43450000	108430000	90208000	5590200	517320000	19888000	52029000	66733000	70969000	26888000	24644000
P30508;P30510;Q29960;P30505;Q9TNN7	HLA-C	4041100	4769300	NA	NA	5070100	NA	7096500	10292000	11786000	4087000	NA	56675000	NA	4747600	NA	NA	3823200	NA
P30519	HMOX2	8545900	3875200	5982400	5722900	9073300	12121000	9000300	NA	6177500	8367800	11368000	8091000	9189400	3870700	NA	14774000	9820200	6649500
P30533	LRPAP1	4132800	1250200	NA	1606000	NA	NA	1809800	3038100	NA	NA	1687200	1352800	NA	NA	NA	2401700	NA	2247100
P30536	TSPO	8402600	9663500	14486000	15561000	13084000	7824300	4173200	3979000	16374000	3983500	5389900	6883000	14245000	11242000	4793800	9716800	7890200	3310300
P30566	ADSL	NA	3226600	NA	2850600	NA	NA	NA	NA	4928900	2651600	NA	NA	NA	7803300	5094000	3160900	NA	NA
P30622	CLIP1	2536000	NA	NA	2031700	NA	NA	NA	2129000	NA	NA	NA	NA	2289300	NA	NA	2084300	NA	NA
P30626	SRI	5405000	2896200	5899800	9243800	5199600	18337000	5025300	29439000	6365600	9890500	6735900	5818700	16366000	2248900	10420000	15587000	5275200	NA
P30711	GSTT1	NA	14776000	2983300	6202700	NA	NA	NA	8909200	4284100	5004300	NA	5365500	NA	NA	NA	NA	NA	NA
P30740	SERPINB1	16828000	92479000	34265000	12699000	10319000	25826000	45071000	64193000	49676000	46432000	23468000	45896000	37966000	88338000	22479000	30781000	36507000	30461000
P30837	ALDH1B1	6392700	3824100	2581300	5144400	3636200	7355900	4938000	18461000	NA	NA	5015300	7251800	12418000	4854900	30173000	10906000	5082700	NA
P30876	POLR2B	4730000	NA	NA	NA	4415000	5557200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3939700
P31040	SDHA	14422000	17834000	15719000	12510000	28734000	30340000	16295000	52613000	15725000	32013000	18771000	43306000	30386000	17276000	55323000	18476000	19880000	16442000
P31146	CORO1A	9963200	NA	3441600	4282400	23643000	12231000	3676800	5137300	34401000	17069000	3428200	37681000	NA	3045000	NA	20115000	6042500	NA
P31150	GDI1	102530000	61206000	38112000	63313000	19923000	21947000	150490000	58190000	60385000	35251000	107280000	29866000	60215000	35918000	51371000	37051000	63930000	90895000
P31151;Q86SG5	S100A7	2982100	24645000	137350000	4001500	1672100	33109000	8392400	3664800	NA	2140000	2308500	NA	1730900	NA	NA	2403700	13458000	3026500
P31153	MAT2A	NA	NA	NA	4577000	NA	NA	NA	4928700	NA	8900200	7469200	7537500	NA	2423100	4344600	6443000	NA	4919800
P31323	PRKAR2B	4711000	5305100	6818800	5047000	NA	4877000	21581000	NA	NA	3305100	15624000	NA	NA	7975100	NA	9018900	NA	6591800
P31431	SDC4	1527000	1962600	3868400	9793000	2053300	1753900	3932000	3686500	6387000	2225100	3475300	2257100	2980400	NA	5807200	NA	8912900	NA
P31483	TIA1	2424400	NA	1971900	3535900	3610200	2949500	2005400	3164900	NA	2140800	4545600	2398400	953190	1772800	NA	NA	NA	NA
P31689	DNAJA1	13222000	13421000	20810000	22179000	9324800	5808900	18822000	11701000	15743000	13737000	9173300	20263000	19798000	16818000	11913000	8418700	14240000	16864000
P31930	UQCRC1	84893000	70784000	66694000	96774000	123230000	81052000	124050000	123920000	72089000	73868000	85280000	64595000	84341000	64353000	111390000	51289000	123430000	59942000
P31937	HIBADH	9102300	6199400	NA	5804700	26935000	8489700	12142000	8561100	11767000	17387000	17954000	19009000	19813000	23569000	16742000	21090000	22628000	16318000
P31939	ATIC	66324000	123960000	56999000	48811000	38051000	54192000	81074000	72137000	88765000	62417000	69677000	73284000	83029000	86140000	100170000	49068000	41562000	153170000
P31942	HNRNPH3	76603000	40249000	58577000	54109000	95574000	46465000	68201000	63968000	33981000	52690000	49805000	51351000	54019000	53268000	70557000	29493000	31821000	44526000
P31943	HNRNPH1	327310000	224230000	274140000	328530000	285820000	201800000	335460000	164040000	142570000	251380000	285130000	254900000	262970000	207570000	190910000	195690000	264930000	162470000
P31944	CASP14	4022900	20427000	77697000	3968600	6726300	40452000	14606000	5657100	NA	4773000	4218600	3475300	4982100	2239800	NA	4317900	34687000	19517000
P31946	YWHAB	135080000	155170000	193880000	215330000	184320000	166080000	192340000	123620000	191830000	193290000	233590000	169700000	245970000	216980000	511940000	191290000	260320000	256180000
P31947	SFN	57699000	74204000	33794000	87006000	44784000	56171000	36998000	23145000	102430000	61232000	84856000	97711000	134320000	70199000	141790000	92043000	58088000	192650000
P31948	STIP1	102120000	58766000	38504000	29791000	55072000	31040000	69185000	38820000	19736000	82487000	47723000	68121000	87724000	61742000	74093000	46287000	106750000	103670000
P31949	S100A11	3187100	NA	15825000	4012000	7459600	NA	2138900	NA	5553900	11024000	10940000	2060700	13764000	9119500	3705200	41962000	11482000	NA
P32119	PRDX2	110500000	100040000	52731000	100520000	47115000	58769000	118880000	85816000	76169000	98321000	194010000	113510000	97223000	78963000	294840000	137320000	114970000	206350000
P32322	PYCR1	54897000	33334000	25561000	10472000	21972000	28808000	86758000	56647000	26236000	30610000	16265000	54404000	28427000	81053000	154180000	50881000	57855000	58786000
P32455;Q9H0R5	GBP1	NA	NA	2346700	8954300	6654300	NA	4678500	3125300	3217600	4728100	3478100	130770000	2882500	8651900	8309000	3761500	NA	6444400
P32456	GBP2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1897500	NA	13955000	NA	3071100	NA	NA	NA	1797000
P32969	RPL9	107940000	120570000	89571000	102290000	117980000	97834000	106100000	136240000	71415000	103610000	81523000	98026000	89444000	62225000	78286000	76739000	112980000	96636000
P33121;Q9ULC5	ACSL1	6004200	4009000	7305300	15999000	3306600	2808600	NA	22468000	NA	23279000	6684600	4612700	30367000	78769000	NA	4865900	3511800	3389600
P33176	KIF5B	83352000	73482000	48107000	54520000	25786000	65694000	78578000	61577000	60511000	50527000	62485000	44072000	76597000	43054000	36947000	59542000	55182000	76789000
P33240;Q9H0L4	CSTF2;CSTF2T	7672600	4046500	5617300	7952500	7826700	6912500	9398600	4826400	14138000	14624000	12894000	11203000	6659100	9982200	9221400	9573600	6021900	6350600
P33316	DUT	NA	NA	NA	1034900	NA	NA	NA	NA	NA	NA	3402000	3120400	2457600	1844600	NA	NA	NA	4326300
P33764	S100A3	NA	NA	1621000	NA	NA	NA	NA	NA	205580000	NA	NA	NA	NA	NA	NA	NA	NA	NA
P33947;O43731	KDELR2	2849600	NA	NA	6119500	7623400	17993000	3243800	NA	15545000	2765300	2443500	2336000	2804100	3086500	5747900	NA	5011300	2965700
P33991	MCM4	8890800	9024500	9261500	10502000	3380000	6520700	4768500	1850900	NA	5831900	18518000	10198000	15304000	6466900	6292600	NA	4209900	2695300
P33992	MCM5	5348400	10020000	10146000	7652300	4585200	6063300	5692500	NA	NA	3882000	27162000	8873400	10816000	5209400	9115500	3649600	8814200	3879900
P33993	MCM7	11477000	12332000	16723000	13172000	4047400	6922800	9369100	3814600	5113100	4065200	36085000	9359200	13717000	6190500	NA	2989700	7684600	8680200
P34896	SHMT1	NA	NA	NA	NA	NA	3103100	2168100	NA	NA	NA	2946800	NA	NA	NA	NA	NA	NA	NA
P34897	SHMT2	171740000	51510000	154710000	24222000	73123000	18287000	21936000	19992000	18115000	35411000	30637000	58071000	29334000	45801000	31333000	49920000	26621000	35651000
P34913	EPHX2	NA	NA	NA	20925000	NA	NA	7718600	12994000	16061000	NA	7185600	NA	NA	7266300	NA	3247700	NA	NA
P34932	HSPA4	79332000	111780000	107930000	130450000	39711000	71902000	74166000	63126000	116920000	155260000	114400000	153570000	126600000	166990000	79874000	106900000	72650000	128340000
P35080	PFN2	14574000	18635000	6247300	10938000	NA	9221400	11878000	23838000	5779700	7969100	4218300	7493900	NA	2749200	NA	23108000	8516300	8323300
P35221	CTNNA1	71127000	103650000	95567000	164590000	206720000	198900000	87697000	237740000	8281500	122710000	7372900	160090000	146150000	101850000	73871000	59899000	110180000	248630000
P35222	CTNNB1	41643000	53440000	33154000	46746000	112540000	107600000	28532000	112190000	NA	55779000	NA	69472000	9852600	27594000	5586400	25046000	43828000	107060000
P35232	PHB	344700000	339510000	335070000	265140000	205760000	246560000	538830000	218470000	257260000	189260000	253430000	214150000	247700000	176910000	299460000	181470000	280350000	214400000
P35237;P50452	SERPINB6	22093000	47466000	28762000	37128000	8561500	42943000	58714000	122760000	64402000	67997000	53642000	56456000	33338000	20080000	35380000	50052000	48643000	43157000
P35244	RPA3	5326500	NA	2566300	4580900	NA	5506800	5002700	6423400	NA	8395200	8227700	7721100	4456400	3710100	NA	NA	3483300	3967800
P35268	RPL22	44157000	63335000	41393000	55873000	66299000	41652000	50270000	82796000	36664000	68513000	48132000	48138000	47755000	30463000	53589000	56145000	51241000	42901000
P35270	SPR	36451000	5559100	4097300	8976100	7655800	15306000	25921000	22847000	18947000	2652900	7411100	22080000	7526600	22577000	NA	6721200	35751000	16870000
P35442	THBS2	19727000	NA	14177000	8998700	NA	NA	3434700	NA	NA	NA	NA	14814000	7097500	14868000	28588000	9075100	22783000	4787500
P35527;CON__P35527	KRT9	1223300000	11481000000	1398200000	5644600000	5626400000	11979000000	4466600000	4213900000	4056300000	2625900000	3888300000	1580200000	7831400000	2195300000	2354700000	4345500000	12491000000	8559000000
P35555	FBN1	444890000	326400000	460450000	303570000	434650000	274780000	276400000	3078000	571350000	448700000	247310000	502090000	105490000	233300000	142480000	586810000	473500000	188630000
P35573	AGL	651450	11581000	31441000	10266000	41862000	21368000	31213000	7920500	31029000	255200000	154520000	398600	280010000	23091000	2378500	143480000	4781200	33565000
P35579;P11055;P12882;Q9UKX3;REV__Q9UKV3	MYH9	2032100000	1328700000	2273300000	3037800000	1631900000	1189900000	1388800000	2092000000	1807400000	2012700000	1416000000	1905400000	1862600000	1489300000	1566100000	2472700000	1779500000	1181400000
P35580	MYH10	45329000	47944000	40003000	79565000	9177600	95971000	27819000	128060000	20946000	44031000	79230000	17673000	18672000	6708000	10080000	19003000	4595800	32425000
P35606	COPB2	120530000	187940000	148670000	175620000	194470000	174580000	116440000	197150000	205470000	126280000	133150000	150260000	165300000	175170000	99182000	136080000	158190000	106370000
P35613	BSG	33501000	3485800	12281000	3812200	4375400	5503900	4980100	25859000	NA	3790900	9310100	14799000	NA	NA	NA	3904600	3479000	3391200
P35625	TIMP3	2552000	NA	7225700	3151500	NA	NA	NA	2795100	NA	NA	NA	15621000	NA	NA	NA	NA	NA	NA
P35637	FUS	77548000	53110000	51739000	58830000	88172000	29507000	86287000	32253000	34957000	70225000	75014000	62932000	59674000	50634000	33946000	82164000	56340000	64186000
P35658	NUP214	NA	NA	NA	NA	NA	NA	NA	2731600	NA	3818000	NA	NA	NA	NA	NA	NA	NA	NA
P35659	DEK	7825600	11035000	15379000	8042700	17075000	10062000	10450000	NA	7839800	17620000	8686100	10141000	10521000	11586000	NA	7625100	5559300	6628200
P35749	MYH11	NA	NA	NA	NA	NA	NA	NA	NA	NA	10217000	NA	2785700	NA	NA	14983000	NA	NA	NA
P35754	GLRX	NA	NA	NA	NA	NA	NA	NA	3800600	NA	NA	2443100	2690700	NA	5032900	NA	NA	NA	NA
P35813;O75688	PPM1A;PPM1B	NA	NA	NA	NA	NA	NA	NA	2251500	NA	2133700	3624900	1975400	NA	NA	NA	NA	4633900	NA
P35914	HMGCL	2991900	2752800	NA	1593800	5375700	5508600	NA	7552000	NA	5058000	6026400	12751000	2969600	2366600	NA	4452000	4098600	3381400
P35998	PSMC2	30036000	34844000	25877000	38584000	24595000	23227000	39267000	29709000	27252000	25921000	31486000	33517000	34336000	27463000	36934000	29106000	23131000	25536000
P36507	MAP2K2	NA	5427300	4828400	NA	NA	NA	NA	NA	NA	4821100	8480500	NA	5169200	NA	NA	NA	NA	NA
P36542	ATP5C1	80770000	124570000	102450000	79858000	128010000	59354000	104860000	84176000	78219000	59828000	69836000	42930000	61941000	70215000	140570000	60876000	92971000	122650000
P36543;Q96A05	ATP6V1E1	18923000	4754600	5811400	15352000	6238700	7194500	16475000	3495500	6125400	7433400	8683400	7616700	7344900	NA	11380000	10818000	6153900	7636300
P36578	RPL4	166120000	147280000	130020000	168600000	162890000	148780000	145160000	260680000	114970000	173780000	139570000	135740000	152200000	132640000	98696000	103780000	161510000	127890000
P36776	LONP1	128320000	80988000	61676000	52628000	77644000	57532000	70755000	66608000	29017000	40996000	58482000	54254000	58181000	39151000	60872000	31889000	56348000	21625000
P36871	PGM1	28997000	22663000	6470100	8907700	12131000	12733000	15752000	38236000	12457000	12869000	9224700	24521000	6554000	17229000	7300300	27891000	9405300	15706000
P36873	PPP1CC	2477100	NA	NA	2276600	4283400	NA	NA	2996000	NA	NA	3439300	NA	4445400	NA	NA	NA	3432100	NA
P36952	SERPINB5	NA	NA	NA	NA	NA	NA	NA	8765700	NA	5894700	NA	2533400	3744600	NA	10108000	8548900	NA	NA
P36955;CON__Q95121	SERPINF1	14606000	NA	9304500	15921000	19026000	6222600	5182600	NA	8748400	4651800	4975400	19693000	4978600	16201000	4443600	34249000	40438000	4413900
P36957	DLST	14859000	14600000	8294600	6372700	34426000	7801200	17622000	6512700	NA	18706000	9599000	12851000	9834900	8155000	NA	24354000	21355000	11555000
P36969	GPX4	14071000	6323800	7436200	7187600	4147900	9072400	17735000	6719400	6483400	4552400	8843300	5373700	4965600	4867100	NA	9523400	6506100	NA
P37108	SRP14	NA	4550100	9333200	10096000	5135400	4442200	6089400	9036300	NA	4051900	13993000	10178000	8357000	11366000	NA	10577000	9891400	24167000
P37198	NUP62	5407900	8969500	4991000	5183900	9439400	6527500	8005400	5674600	NA	7138100	10003000	6519500	4799200	4632800	NA	4899000	5333400	4879000
P37268	FDFT1	NA	NA	NA	7121200	NA	NA	NA	NA	NA	NA	NA	NA	NA	7403300	NA	NA	NA	NA
P37802;Q9UI15	TAGLN2	363580000	321500000	290640000	223670000	136110000	159170000	270770000	94731000	201860000	216300000	242410000	266130000	473520000	554930000	246800000	1372500000	575540000	456510000
P37837	TALDO1	154200000	87438000	37642000	102250000	94693000	63775000	64677000	140360000	75492000	102790000	76848000	132210000	77761000	152540000	70010000	97395000	73982000	98290000
P38117	ETFB	4407600	NA	12155000	11831000	11554000	5017900	6672900	11091000	6212800	11176000	5503200	23114000	32072000	25393000	NA	20347000	31039000	45734000
P38159	RBMX	104270000	104840000	97023000	119870000	159830000	93308000	128580000	95959000	81008000	136990000	152740000	141860000	106130000	89936000	123860000	90689000	115650000	71989000
P38432	COIL	NA	NA	NA	NA	NA	NA	1543900	NA	NA	NA	NA	NA	4228100	NA	NA	NA	2487500	NA
P38435	GGCX	NA	NA	NA	NA	2058500	NA	NA	NA	NA	1192700	NA	NA	NA	2169300	NA	NA	NA	NA
P38606	ATP6V1A	69034000	17824000	42841000	55021000	28830000	34339000	67978000	32514000	49291000	31122000	35552000	49288000	37168000	35051000	13240000	36631000	24907000	50898000
P38646	HSPA9	389680000	284990000	287740000	598750000	286740000	256490000	457120000	401010000	170050000	184090000	298060000	336280000	310320000	295600000	533330000	264760000	567810000	512810000
P38919	EIF4A3	85373000	59413000	58986000	73586000	88966000	99467000	84860000	65358000	61575000	94803000	82910000	72016000	65904000	62807000	104040000	56126000	64945000	51696000
P39019	RPS19	11395000	8670700	16457000	8212000	17850000	7099600	8690400	9474700	10139000	21815000	10760000	11718000	8198600	14524000	14783000	12843000	26658000	15760000
P39023;Q92901	RPL3	159360000	115650000	109330000	133980000	157380000	136240000	108560000	178560000	113160000	161920000	103600000	137800000	120740000	123140000	106420000	81924000	128770000	113470000
P39656	DDOST	88945000	89386000	114820000	133210000	147350000	101100000	138670000	191670000	77894000	87468000	80970000	111500000	122220000	120870000	66503000	136110000	95532000	60803000
P39687;O43423;O95626	ANP32A	9624000	16340000	17575000	27283000	17363000	29688000	22900000	27262000	20832000	31439000	41357000	23234000	48182000	36144000	31473000	25383000	22071000	37470000
P39748	FEN1	27301000	68176000	7136500	11152000	5809800	9785900	16069000	5626300	4761300	NA	13910000	14011000	7208900	7385400	30726000	6094700	7818200	6781500
P40121	CAPG	154150000	43064000	53408000	94070000	84283000	195200000	13583000	10731000	94730000	94961000	133130000	127320000	71337000	14327000	124070000	116070000	144180000	388400000
P40123	CAP2	4046400	2640900	NA	NA	NA	3780400	NA	NA	NA	2135900	NA	3772300	2688200	NA	NA	NA	NA	9657300
P40199	CEACAM6	NA	NA	NA	139580000	NA	NA	NA	NA	NA	NA	NA	5558300	15290000	79157000	NA	NA	NA	NA
P40222	TXLNA	2207300	2127600	1429300	2628200	1402500	2110600	2666800	1917600	NA	4385400	1826100	NA	3748100	1744200	7559200	1452700	1461700	2215100
P40227	CCT6A	154950000	181730000	141450000	110050000	126320000	81410000	158650000	183870000	209520000	104980000	146030000	153280000	183990000	113080000	45327000	115020000	79629000	119850000
P40305	IFI27	NA	NA	3547700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3444100	NA	NA	NA	NA
P40429;Q6NVV1	RPL13A	91388000	84605000	61213000	103820000	88614000	78105000	86458000	145200000	58752000	110040000	64403000	82859000	81232000	63796000	89544000	59277000	86322000	57153000
P40616	ARL1	18792000	14002000	9580800	24484000	23233000	21110000	18975000	33903000	17439000	14451000	26275000	14150000	24175000	21010000	NA	23276000	17238000	16575000
P40763	STAT3	22857000	72555000	70211000	23575000	51589000	45629000	49333000	39381000	55615000	51967000	46573000	75601000	17106000	65121000	43450000	54331000	11487000	18413000
P40855	PEX19	2310100	2313200	2773200	2608000	2143100	NA	2608000	1717400	3195000	2431800	3540600	2344100	2099200	2929400	NA	5056000	1760800	1761300
P40925	MDH1	51642000	48110000	31474000	67728000	37212000	53246000	73740000	96485000	76083000	90741000	71518000	109340000	63105000	113960000	66029000	102320000	72036000	124850000
P40926	MDH2	181170000	127170000	74635000	108000000	231840000	176360000	385780000	419200000	218950000	131590000	127500000	80734000	297770000	59897000	95025000	101110000	305740000	151320000
P40939	HADHA	316050000	397630000	200490000	284680000	535390000	272570000	267440000	306490000	286000000	128520000	128520000	192320000	246670000	237630000	353730000	208670000	270120000	342410000
P41091;Q2VIR3	EIF2S3;EIF2S3L	19996000	39378000	34763000	29768000	57981000	26307000	27559000	42723000	29593000	55051000	58106000	53047000	50550000	33495000	74965000	52236000	36304000	26231000
P41226	UBA7	NA	2664800	NA	2318500	2301000	NA	2110000	1522800	2348400	NA	2157400	13010000	NA	NA	NA	NA	NA	NA
P41240	CSK	1976000	2028000	NA	NA	NA	NA	NA	NA	NA	NA	1652100	NA	1738200	NA	NA	2365900	1675000	2088100
P41250	GARS	7457200	6678100	2772900	5636700	3336900	2558200	NA	6025900	5152900	28395000	10645000	2207700	8730800	5559900	NA	9646000	7560500	28024000
P41252	IARS	30401000	39441000	37283000	44573000	38080000	28688000	51124000	86244000	53619000	59924000	43746000	41945000	56511000	57897000	13776000	7408400	25426000	45448000
