protein_id	gene_names	OR-01	OR-04	OR-07	OR-09	OR-10	OR-13	OR-20	OR-23	OR-25	PD-02	PD-03	PD-04	PD-06	PD-07	PD-08	PD-09	PD-10	PD-11
P02760	AMBP	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.9758235575941	NA	22.3014686816274	NA	21.3237216810825
P02765	AHSG	22.1428262689642	NA	NA	NA	NA	NA	NA	NA	NA	23.2398441370037	NA	21.7219331385553	NA	23.3884339367322	NA	22.4148914566339	NA	22.1014915719616
P02774	GC	NA	NA	21.3881073198071	20.7433434299134	21.3051897969702	NA	NA	NA	NA	22.4098909839345	21.2124297102805	20.2991170179735	NA	21.2232763474179	NA	22.3874950114267	22.4432412819127	NA
P02786	TFRC	24.6953945643688	24.8231910674395	25.1744893385683	22.880971777668	25.1773675185342	24.3115497228928	21.4837391881119	21.9312310563011	23.5201794061918	23.5398211619325	23.8657211465024	24.7551162532967	24.8444205493989	25.2013494790064	25.2927114221467	23.5444208190781	24.8768367835294	24.5019665333044
P02787	TF	27.3987334007126	26.5656189355411	27.1207917449727	26.6615407567027	26.7532171704563	26.061008770982	25.1903150570797	25.090782366471	25.7160479414058	29.1328363071656	28.0092544752588	27.6605223729211	26.8655116906215	28.3851297917723	27.2917995744133	28.8706940961426	28.3366128035101	26.7443308735919
P02788;CON__Q0IIK2;CON__Q29443	LTF	NA	20.3105652897863	28.3385363496255	NA	25.6754392012116	18.8308907063184	20.1380168208071	NA	23.2712484104784	22.7699415626014	22.2826484665188	NA	NA	29.6889065897034	NA	22.912757340233	19.763218589637	NA
P02790	HPX	23.9969988064858	22.4456967451487	24.6042928664051	23.051659357896	22.7974736985708	22.8632634347063	21.8042057644845	21.9662722475738	NA	25.1220927784823	24.7419637747379	23.2170996878292	22.3232492190687	25.5895231137318	NA	25.4519097678134	25.9476805211838	23.734941718356
P02792	FTL	27.1133693467272	22.7094341844942	25.2964221532216	24.9220398738659	24.6433885816488	22.2868259276856	23.2087170290315	23.5691465420887	22.9031257529178	23.3900232583074	22.6674587814794	25.87176744527	23.1581022151104	23.2996601398163	24.4167573341867	24.845574487401	26.3568442031701	24.8872097939013
P02794	FTH1	24.3945050286866	24.4335506358615	22.3319465903649	24.0100348593553	23.2797820182808	22.1035976250666	21.2746588394474	25.6177343775666	21.6361224448811	26.245962782849	23.491250318762	24.0971679858488	22.5246251851042	23.0801055815857	23.5203965286678	25.8238878303222	24.0823377335634	24.1896612383044
P02810	PRH1	NA	21.2525131127098	22.130803644266	19.4347642262131	NA	20.5690907337308	19.961018823096	NA	NA	NA	NA	NA	22.1398153487495	21.2074858810076	20.9761957729588	21.5535877473052	20.2964998287165	NA
P03372	ESR1	NA	22.1230300961734	22.0968152125662	22.9338098909092	NA	NA	23.8211487660608	22.7603749312329	NA	NA	24.3472210831889	NA	NA	NA	NA	20.4665545393627	NA	NA
P03905	MT-ND4	21.6924826016476	21.1625518050008	21.9877831155485	21.6220837067175	21.7830713651796	NA	22.6680932371858	22.6044969537921	NA	21.4504129525313	22.160762760093	NA	21.7148464611242	NA	NA	21.1331298812475	22.7174770329312	NA
P03915	MT-ND5	22.0958705105347	20.9230240690756	22.6708735090687	23.0992512152395	23.3271550932376	21.8396953841572	22.4658220024511	23.2616240959064	21.9810272195341	21.8059819293051	22.3915640074975	21.6064330658105	22.4303851798817	21.8778811690053	NA	NA	23.658706530523	NA
P04004;CON__Q3ZBS7	VTN	22.7202022166315	22.0595647940993	24.6119803146606	24.5694079158665	23.6200218973814	22.5905560649747	23.7079869717916	20.2838541307844	21.5522437213972	24.002018753654	22.2100612253775	24.0770922090841	21.8723789548734	23.4303761076386	21.7670232649557	22.4978046479989	25.3636195658092	22.1970393336973
P04040	CAT	21.4099326865149	23.361042230134	22.7687636470517	22.9684468559846	21.8624630821302	23.6508694840925	22.3444186218254	22.9951924631719	22.0833081582771	24.2499600635281	24.739968422256	23.805578927193	22.7794344712361	23.3526377928654	24.951867710851	23.85681482954	24.7903148570909	23.7131926228944
P04075	ALDOA	30.1525672344398	29.6152193010306	29.8461189881068	29.3567636431274	28.9090252586351	28.5996405218936	29.3847748050814	28.4392770961857	29.0084164139822	29.8009609249139	30.2089686921683	29.0773314897708	29.4153939384786	29.3643169577131	29.8659632334236	29.6983436234669	29.8714582091711	29.9444549859162
P04080	CSTB	22.8685683576894	23.7621576243448	25.7757020617679	23.2656790039295	24.0276433864786	23.1805325304194	23.6562979015746	22.9878609348373	22.9799119907965	25.3043288143591	24.9251271605753	25.8338390299181	24.1045253941473	26.0613057469144	NA	26.3946875980224	24.9356671635427	25.8550740481481
P04083	ANXA1	27.1123058044447	23.976298007539	26.9116642525615	26.135835207039	26.8002651149053	25.5265827688813	24.4508265030099	23.2764254770182	26.0941985292263	28.5487837764321	25.1346319464679	27.3500314845881	26.5457778772554	26.9047496454112	26.7017998482623	27.9562182529229	25.9592776278564	25.208348580506
P04179	SOD2	23.7616872637407	23.1380605837877	24.3977367895353	22.5576127602117	25.4853712501011	22.8028909864804	22.6222452176539	24.3100138415097	23.8230858913164	25.4637283394563	23.0721828687121	25.4568697288339	24.1612366623298	24.2794479333797	23.7968881680217	25.0746407584369	23.638481502459	22.1263897498978
P04181	OAT	23.3428316807819	25.5202123322017	23.306299147654	22.4246157373165	24.5054335903299	23.4220579846179	22.1766383563878	24.5285276756666	22.0451486283397	22.9160438443047	25.5830328644261	25.8540678959838	24.3303046557572	27.5195864142583	24.4774874852532	25.087433267842	23.1507014470819	25.9481848379553
P04216	THY1	25.4437692166226	NA	24.2756513259558	25.6173339557372	22.8850823918196	21.6174173585525	22.8657416037864	NA	22.3166839421699	22.1976185427416	22.6375218736072	NA	22.3341235077903	23.6738069586293	23.0377137120895	24.380668076539	24.5838248062919	21.9403373237458
P04233	CD74	23.1042313957928	NA	22.1990394119652	24.1973556080947	23.5166076324029	NA	NA	NA	24.7804857399094	23.1994180801344	NA	24.5595623563244	22.0867399804029	24.8515873074494	22.3522011013302	21.6447240908797	21.6891341076076	NA
P04264;CON__P04264	KRT1	30.9794296160523	33.8816381079636	31.8952215986856	32.7935934973253	32.4697549614692	34.2141792875615	32.9892037801501	32.7282635090545	31.9349104914002	32.392541735368	32.5559726548096	31.3067785019089	33.2981656574051	31.6538852496277	31.1730882532199	32.5318714162733	34.0032599016394	33.137901501231
P04406	GAPDH	31.2131619254069	30.9054415755746	31.2003729130177	30.5064040973239	29.1259188167052	30.133990254796	30.9010434018572	30.4487908991849	30.3948825122276	30.1714679530061	30.3954804736299	30.199027111186	30.4236965394889	30.948713983947	28.5722307634941	30.2313103111053	29.7894393242322	30.4101589704568
P04424	ASL	23.7234154963211	22.9341542134615	21.6612254105692	22.9125766181415	NA	22.851537546891	23.1901607168773	23.0423183269175	23.0393281838026	NA	23.1433389972118	22.252357436467	22.7576960381849	21.9642199986755	22.4534594988079	NA	NA	22.175643130086
P04439	HLA-A	22.7506838349711	NA	NA	NA	NA	22.647136824831	22.5221112634026	25.3196992865207	23.0683364659144	23.3022014681281	NA	26.3583415624444	NA	22.6360857458046	NA	22.7078452611165	NA	NA
P04626;P00533;P80192;Q5TCX8;Q02779	ERBB2	NA	23.227895968798	19.0107090315906	20.7359094430259	18.7092084076525	21.9658822362688	19.6745067000641	19.7481172996208	28.6545008268079	22.0540716935386	21.3346414867566	NA	28.6002168222942	27.5667322839377	NA	27.3217341468435	18.3071993782514	27.2107411964015
P04632;Q96L46	CAPNS1	25.9831025803727	25.9238269816781	24.9663724810736	25.6431680496155	26.0283621067998	26.1179269485181	25.475068144304	25.0859027380662	25.3828449541322	24.8231260965114	25.2638462519675	25.4074191874172	25.3700689058489	25.4295809200143	24.7835107759494	25.4475843682106	25.4888338300121	25.9044276524309
P04792	HSPB1	30.3415216424463	26.0674558303572	29.9338465775522	29.9456941470772	26.8246244936423	28.9816298481199	29.5867201546243	26.7452360674072	28.9012676583093	28.0674857321059	30.317600219776	28.8347281613825	30.4254202502534	29.0300394984258	29.3705066347781	29.7226754724437	31.6184082031565	29.466452334896
P04839	CYBB	19.4292587146451	NA	NA	NA	20.558823940278	NA	NA	NA	19.8290469434075	NA	NA	NA	NA	NA	NA	NA	NA	NA
P04843	RPN1	27.515082706076	27.2626435705199	27.7717223633344	27.4875284353956	27.6415488541965	27.3277795686916	27.4959466009447	28.0062228262501	26.567763504829	27.2668214760059	27.2257755293938	27.4975754694287	27.4511114241449	27.8882986966774	25.7180257110356	27.4877770768074	27.561276338415	26.5942546073468
P04844	RPN2	26.9045039163264	27.0250696733675	27.0340416558068	27.244018516028	27.2872346276364	26.9179204813645	27.1606111188928	27.6416617333347	26.2576143147187	26.6923207170505	26.613897917981	26.9961832582982	26.9739114384882	27.1610720415839	25.8170820717586	27.247687339384	26.9415029261284	26.2132336157502
P04899	GNAI2	26.012656133419	25.8947604803172	25.2983829899882	26.0139055735154	25.7253843356642	26.7090496456422	26.0787535170286	25.406650793582	25.5158069486859	25.5245736139368	25.5196036627916	25.3455088015316	25.8112017933267	24.7520000085907	23.9618975290644	25.4724527826634	25.2616689953531	25.1685897995155
P04920	SLC4A2	NA	21.0432245500274	NA	NA	NA	NA	NA	24.7699609800621	NA	NA	21.0259482127656	NA	20.490216490465	NA	NA	NA	NA	NA
P05023;P13637;P50993;Q13733;P54707;P20648	ATP1A1	25.9629246984351	26.8937298917987	26.8575400494268	26.4186915494022	26.9717436219455	26.2528743648671	27.4057790016859	27.3269978412512	25.7961605286593	26.8491756178372	27.1371611422202	26.2226658284484	26.0836981505279	26.7649679556021	25.7740488052677	25.8642234848018	24.5078187792602	26.9108610619659
P05026	ATP1B1	21.8381363833509	25.1799454119541	25.4240355355429	25.1147165440626	24.5805694197118	23.8578111863313	25.3447930542456	25.1692869739388	23.6248071316532	25.1093739001767	25.2346991190472	24.3007967678834	23.9006458277882	25.5278964539754	22.3344177986566	NA	NA	24.6923518266971
P05067	APP	NA	21.8938793727768	21.0408875626266	20.5504890989369	NA	NA	NA	19.8297051709603	NA	20.3272738515487	NA	NA	20.3771678445516	23.2678581022159	NA	21.1532551875279	NA	20.4950527820886
P05089	ARG1	NA	23.3234505624787	24.5181658683743	21.9493487363057	22.3750758673825	24.5718886591359	23.0880484320304	22.3533470030118	NA	21.5900013633182	21.9565029766974	21.2322529087961	22.9822856254389	21.6630456892143	NA	22.6032637096581	24.767887365516	23.335209183489
P05090	APOD	NA	20.8504307483035	24.6997740938948	NA	25.751735879428	22.4597981795756	NA	20.1552259929073	21.0020254832238	26.0504979542204	NA	NA	20.5436791985996	19.8169752936929	NA	NA	24.8420327626259	21.4106507230656
P05091;O94788;P47895	ALDH2	24.2306478878954	27.5512790114706	25.0165615451712	26.3020166495345	28.6467131664973	26.0322369934418	NA	22.1001644377745	25.1724579771216	25.451046765105	26.8997571412601	26.6772892235005	27.1477972207072	28.0940322317711	26.6123939312002	26.1452611006142	26.5031502858451	26.1493768045243
P05109	S100A8	20.9812768790921	23.9098512754222	27.3034074683512	21.8884415227419	23.2057402214928	24.1912365023068	24.0440963739865	22.7773441022548	21.02565512523	22.8955511235521	22.1248189525861	21.8440676696259	23.0657065871257	21.0670039240321	NA	22.2996018533783	23.6054041052095	21.7266497337586
P05141	SLC25A5	27.460715395909	27.9385183762947	28.245946876295	27.5424853179274	28.3243264179609	27.8473189944147	28.0199631681955	27.4543362286416	26.9653906237537	27.8445539302265	28.2492975850086	27.4700658497686	28.0845711262507	28.5543363602874	26.7096992750481	27.1025319419452	28.1772144077677	27.3004848501163
P05161	ISG15	21.6594047073135	22.364170784511	21.8321539595058	26.1879484475941	21.6981177334092	22.6684348145302	23.301655000348	21.1394938771818	21.5331628045792	22.6989712466154	NA	25.5204792504175	20.6178375109221	22.7834491104777	22.7349315069109	NA	23.8047054439409	24.3274332072977
P05165	PCCA	21.9656455775691	23.6606360681995	22.3805778814104	22.3660419361681	21.7892823633452	22.6919300861303	23.1626734503133	22.7816401897195	NA	NA	NA	NA	NA	23.1079467498749	NA	NA	22.2412122390335	22.3095301525058
P05166	PCCB	NA	23.6364419195801	22.3576623809799	22.6811227581815	22.6826633297601	23.0544827699192	23.651036874918	24.0108685047783	NA	22.4797734171373	21.2441858444511	22.5732434980545	NA	23.388149241114	NA	22.3206190985945	22.9284386022047	22.664967668051
P05198	EIF2S1	23.7314175230715	24.4342596117669	24.552140821642	24.4809039215721	24.7910690395526	24.1102069624185	24.1261741969888	24.6417304347343	24.1685347240298	25.1402687673574	25.4883477763198	25.0224676999999	24.9797528545664	25.1455548764806	25.5421684621358	24.5239129248372	24.6730839178542	24.2694020398004
P05362	ICAM1	NA	21.0063211144616	NA	21.5251025422431	NA	NA	NA	NA	NA	21.0315110739583	NA	22.186278842254	NA	24.4260838115344	NA	21.8425681489674	NA	21.2261800829495
P05386	RPLP1	25.2918638267725	25.427973039399	24.8432577694438	25.7961734968035	26.1035254796666	25.4123851917034	24.6900347445652	26.0411854162329	23.7838529839187	25.634706885258	26.0682829990008	25.5567918192065	26.280244413479	25.4219177819549	24.7409399553	26.0078279566776	26.2337979361341	25.7411919482577
P05387	RPLP2	26.9200254579012	26.383880332475	26.7458931949345	27.4171860722486	27.4178756977881	26.2685934786871	25.3853984472662	27.4410546170983	25.2973116274328	27.6498713069681	27.8722513410892	27.3147462052185	28.0083614071583	27.6403711832338	26.0485785398908	27.7761122576013	28.2953143302637	27.9065360971876
P05388;Q8NHW5	RPLP0;RPLP0P6	27.514116669519	27.401987538521	26.9991270938118	27.5822113932796	27.3822295503834	27.2265207673022	27.5321680788168	27.9130422707703	26.3594237477355	27.2720844740039	27.3845454743704	26.8261823235397	27.1932599975952	27.0547735537149	25.6859590258849	26.5328244573862	27.5421247395756	27.2441324600127
P05413	FABP3	21.2448331496597	NA	20.41125878566	NA	NA	NA	NA	NA	NA	21.0112338330905	21.7942333662617	NA	NA	NA	NA	21.487751457766	22.0019615442296	21.6834412032558
P05455	SSB	25.3059612661721	25.8986443302158	25.5788321435978	25.6119544934899	24.8703023710943	25.6652373079349	25.2941706952962	25.8626381774916	24.8616784683488	26.4274277648785	26.0107838564507	25.5167576922889	25.6014443699535	26.0611271762099	26.077085268481	25.5701633274055	25.6802192360815	25.5772901722396
P05556	ITGB1	26.02152099613	25.7005508267514	25.4168333429144	26.1658351489432	24.8565424082531	25.64368937143	25.6194912335348	26.3726984561746	25.6695682002458	25.4842027186448	24.4832542329768	25.247561649437	25.5302870497584	24.6289711631023	25.3496329251437	25.3978267115016	25.694276011255	25.0639641507966
P05783;CON__H-INV:HIT000015463	KRT18	32.4562743107839	31.4057314365882	32.7678600019354	27.7049473686503	31.5767882745156	31.1630208406598	28.6702180897589	29.354692986517	30.2763412337184	30.4191654306554	30.0139065742085	29.7122230136098	27.75205472727	32.5383193739692	29.5832370750099	28.8546421869858	31.9384616252719	31.0221490517955
P05997	COL5A2	24.5982189196589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.6222092637893	NA
P06213	INSR	NA	16.7752980218154	16.9170872610245	NA	NA	17.0338013538407	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06280	GLA	NA	NA	NA	NA	NA	21.9694293945143	NA	NA	NA	21.8135293650425	22.1688278849982	NA	21.8219526872245	NA	NA	22.1275867699862	21.5007652362259	NA
P06396;CON__Q3SX14	GSN	27.2747402098324	25.8915116303748	26.753340285945	28.1945022313325	27.1109353884727	27.6884592415501	26.8032221861161	25.4149069508319	26.6044084101881	27.7393993327334	26.3907234428081	28.500397734576	26.978670438374	27.2223424014384	26.3623169743185	28.0548141113583	28.2743951906269	28.2645119246891
P06401	PGR	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.3871508814559	21.8742065503756	21.8542243814087	NA	NA	NA	NA	21.5645444463355
P06454	PTMA	20.5197652459089	20.301641374482	NA	NA	NA	NA	NA	NA	NA	21.6940903407871	23.7545922277648	21.8739597399568	24.6683524160079	23.9681680703007	25.4516141571297	21.7843168719896	24.5803537471228	25.557156573852
P06493	CDK1	22.0339173872943	22.761366827936	22.0419160127222	23.5080971692256	NA	NA	23.0719888902182	NA	22.1304639968591	22.0940683128835	23.8583822835	21.8513571974935	24.0649407723892	NA	22.9658900134121	22.3077514520643	22.8194131290896	NA
P06576	ATP5B	30.0768979902033	30.2163021907785	29.9163189963093	29.7574134770124	30.0860318145313	29.381399146108	29.8681831814022	29.8589759250221	29.2649595940082	29.1441636999524	29.5323536478119	28.6703584255316	29.3818644278217	29.5140930617688	28.7263000405785	29.4156592229805	30.1263057767876	29.9140564011258
P06702	S100A9	21.77286588998	25.0969037627653	28.4987182828914	22.7650350852787	25.6529175287607	25.9794554768855	24.2911156978672	23.2782650178031	21.7233748631482	24.6712933431151	23.405030814648	23.2942241139599	23.4363190197813	23.0008599862996	21.914199798893	22.4969902945039	25.091087272579	23.5109423027337
P06703	S100A6	25.1611345436455	25.6834474954785	26.1004204461873	26.9766711173231	24.6356076670319	26.2465308343712	25.3156240699301	24.9493643506601	27.3926098461086	26.9216393071982	24.4143749980933	25.3908803092929	25.7039696424023	23.9835140191051	26.1648753645864	24.9422640814081	27.0950299953673	25.7232340587902
P06730	EIF4E	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.3080653416881	22.2734810944824	23.0595263363412	NA	NA	NA	NA	22.0577898404452	23.6051557037936
P06731;P31997	CEACAM5	NA	NA	NA	21.8132967797286	NA	NA	24.2146474834003	NA	NA	NA	NA	NA	22.1073902777898	24.4115198091096	NA	22.0279070251856	NA	NA
P06733;P13929	ENO1	26.5771899260463	25.8333856909358	26.8229686036499	24.9141327316193	26.6789568233772	25.3905019256189	24.2875854178463	25.4582423745294	24.02602483921	26.6165877164605	26.8961530427164	25.3882287490167	23.8355651542409	25.5361107200886	24.9313262174878	26.4832868038064	26.2275117550504	25.8421373888345
P06737	PYGL	22.0220420986765	18.9117788818865	23.3471814195064	24.61383332911	22.0107105003779	25.0487918641145	NA	NA	NA	21.5266402513827	19.9880873057756	NA	NA	22.9532345930339	21.2238732487756	NA	21.1017880165777	23.8393837045797
P06744;CON__Q3ZBD7;Q8N196	GPI	27.9992558608567	28.4176223884963	27.2770362914541	28.1140418991028	27.012663292958	28.1800382957019	28.2614262573795	28.7532069546689	27.3776451456247	27.3300503662187	27.5717029435759	27.0358265409836	27.4868207949176	27.6526450813772	26.5987519905022	26.539018949689	27.2689235214603	27.4844046949352
P06746	POLB	NA	21.155346035268	NA	NA	NA	NA	NA	20.7081309758362	NA	NA	NA	NA	NA	NA	NA	21.4634545055296	NA	NA
P06748	NPM1	27.6652094867953	26.8270022529132	27.8148663753997	28.1665606789459	27.3536847113594	27.345393801505	27.2297245390578	27.3526588504468	26.8222878556161	28.9294993852367	28.0611752944349	28.38945493056	27.8622214842631	27.8154002593858	28.0025203236212	27.5329624021241	27.9492207955983	27.871187556092
P06753	TPM3	26.264206756572	25.9434571528479	26.0742028541361	26.1499531312413	23.9338032398492	25.8854555421295	25.239247807167	25.3794542750005	25.1096101748018	26.3360068653727	26.6016493353961	26.5494144009483	26.3862692503166	27.068275032814	24.8797604302575	27.3376151486472	26.4925788737931	26.0006077259639
P06756	ITGAV	24.2204971650484	25.3815296488261	24.1272952648104	24.9988633339425	23.7177695036302	24.5839908611401	21.2048109228033	24.2966721874336	22.5843255434925	22.6131595286116	21.9266776645385	23.0772147257536	23.501383757897	23.9244672045954	20.6923339603409	24.4395421436293	24.1189696678579	22.6077892247339
P06865	HEXA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.7646220263832	NA	21.654144028451
P06899;Q16778;P23527;P33778;Q8N257	HIST1H2BJ;HIST2H2BE;HIST1H2BO;HIST1H2BB;HIST3H2BB	NA	27.1698069055428	27.534878360051	26.9946876579713	26.892450147766	NA	26.3347922348169	27.0262539552231	NA	27.3309201932322	27.6620683624371	NA	26.0844992540887	NA	NA	26.8222182008933	NA	25.8110283189417
P07099	EPHX1	26.3385415047662	26.7248032841248	27.4850266257834	26.2947540440231	27.4027492986848	26.6013755553534	24.3112665951323	24.9295573020194	26.5448748229662	25.4163570610413	26.7104949103473	26.6266541299501	27.0427479307894	27.7102908629818	25.666086163353	26.7843632243822	25.8026115282543	25.1599307407856
P07108	DBI	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6236469281247	23.1936636753619	NA	NA	22.9097266703298	NA	22.3874217750779	22.3443735617205	24.0593539155966
P07195	LDHB	27.9889205391123	26.8305072136227	26.7131226906419	27.0938227275597	24.9295669788047	23.8735741681907	26.4407746402338	28.7141139483138	24.8081986235909	26.9210617902613	24.7936456560249	24.7725281373019	25.5092684466952	24.6347424319006	24.5501096529459	25.7300491408409	25.0010641542947	27.907017289601
P07203	GPX1	24.5169646188536	23.0835163895147	22.3678334260851	22.8102849347602	22.414197377193	24.1674662337152	23.0709833993197	24.1886395896838	23.687814521929	24.0671934476806	23.6302388360444	23.3870864603765	22.5710462931693	22.2635964416121	23.0933056546552	23.3167272557095	23.8600007685038	23.079150152964
P07237	P4HB	29.4458688561851	29.6632956517534	28.7635350660849	28.6514921732569	28.1446502562242	29.0894514342415	29.08083105698	30.0599846466967	28.1149171302208	28.9089967244278	28.263354327104	30.0514276324863	28.1699337038236	29.980250698741	28.9282038128473	29.340711379342	28.8177739744002	29.4320566886107
P07305	H1F0	NA	NA	20.8344027677245	19.7643360559468	21.0304540692153	NA	NA	20.4304264850727	21.6896646723909	23.4100490384245	23.2752120744536	NA	21.2371675416011	23.0846631963633	22.9385445748904	22.3318768787933	20.8209295292943	23.0248512642735
P07339	CTSD	27.3669818920555	26.8906337016645	27.0343877226635	27.4163789199341	27.4432248151683	27.5403587090205	25.7496901021185	26.0109748817436	26.5300381792341	26.7695463929676	26.1800651055134	27.8708732504125	27.1365507718877	28.5197082514963	25.7048418590068	27.5476467970917	27.5575411068316	28.9994900822414
P07355;A6NMY6	ANXA2;ANXA2P2	30.2269234342079	29.7763183343694	29.3189971186371	30.5504980909023	30.2141648420109	30.715389960794	27.7734630167874	28.3651121653872	28.6869829779566	29.8088024862453	29.855758128674	30.5624643379533	30.8051707366858	31.0122966652656	28.4732554820344	30.2702038462034	30.9424770812583	30.2843194574934
P07384	CAPN1	26.9140566009045	26.865359185119	25.4866461531165	25.7947387205052	26.5790853290139	26.9948343449653	26.3753537386439	25.2850017335732	25.8244762831979	25.6849646515537	25.6880740248653	25.9078849306758	26.4085204422124	26.0488871952092	25.4040690584821	25.6260114573157	26.8244102181627	26.677712393426
P07437	TUBB	29.5977136326613	29.1670372029227	29.1328541662211	29.3814209434575	28.3746115421826	29.1948119075748	29.0640579305729	28.0759106544724	28.7676658852979	28.5932877786017	29.6349218116109	28.6887670718923	29.1384807327839	28.0199971983198	27.2743877292033	28.9580172850053	28.6616324667095	29.2869920675248
P07585	DCN	27.2708373011358	25.4265129117352	26.0278445622281	26.8081750838263	25.405652738962	26.1037699526545	25.5577854181607	NA	25.8017354450604	26.043213418289	25.6522733034374	25.4095493007099	24.1175092936047	24.2510798556951	23.466630325614	27.0166541067848	26.9116170464814	22.8938626949503
P07602	PSAP	21.8730360931929	24.8535083290936	23.3381644995737	22.3514621939529	24.9419499922688	22.1207126769436	21.6608939677914	24.9758954992206	22.4458812742081	23.5421064769943	22.5800863391317	22.5691331600531	23.7323993547969	21.0233077198183	NA	23.3919067399578	23.6603792206129	21.0992175374957
P07686	HEXB	22.1197765263049	23.3966755975195	22.2750423006495	22.8862875660948	22.4703079608213	22.583002292689	22.7323160848311	23.9227885224034	23.7348505992819	23.3358682180187	23.1905824824844	24.3355887288905	23.4586729693401	22.1610178861301	NA	24.5961940625774	23.5402787965767	23.5857305350402
P07737;CON__P02584	PFN1	28.651620193269	28.7609288791734	27.5579296191402	28.4153469010443	27.6860526155274	28.3645505659999	28.1112328893138	28.3911727592695	27.9446683278477	28.8284760110065	28.770373269915	29.1837287719045	27.4086024624541	28.3361141146735	26.9204910158603	28.7388062240609	28.4502345808674	28.4381363539716
P07741	APRT	23.8605643690434	22.5342280619893	NA	22.8705115951508	NA	NA	23.5823678865444	22.8288248997091	22.8912329714847	24.0385992397775	23.2537892962205	24.0927812819515	22.8037270079744	24.3216518147711	23.4419725580322	24.9557861512023	24.7634323611315	25.2408448634397
P07814	EPRS	26.589547559904	26.6227455651908	26.4261821679074	26.4744901371159	26.8397535185186	26.1665209097596	27.0593653779246	27.1344992372457	26.5594376510518	27.2113138859207	27.0364366967364	26.5386107585654	26.8690924694289	26.5177169536772	26.4718626950807	26.024877416025	26.5188481988121	26.6081312296322
P07858	CTSB	22.7253756498378	NA	21.9651144714335	22.4283500788113	21.2340103251446	21.5420501645782	22.2053303119661	21.9524073664825	23.2318499913522	NA	22.2318385276923	24.9280640085205	23.968713972556	23.0825181598335	23.6933966669774	23.7035769294797	23.6588181035512	24.4789632922583
P07900;Q14568;Q58FG0	HSP90AA1	29.8601779535137	28.8867864695027	29.7829903797332	28.727537761654	28.7340253100566	28.1501310703283	30.2112100292146	28.9338390496722	28.5489313845278	28.6599092386386	29.2036997131188	28.6613206681356	29.3399447233342	28.9572703750528	28.700435014669	28.5169767940086	28.9235645377913	29.1607290463238
P07910;Q86SE5	HNRNPC	28.1150693852693	28.5512790114706	28.2747923697209	28.5117460941906	28.4263012972824	27.9309486388418	28.5083023098452	28.2047723171986	27.2051149391923	28.2634995467389	28.5346535925672	27.9129347713872	28.0678935789635	28.121694098548	25.4194143897303	27.7094475176042	27.6796832477487	27.4309789549872
P07919	UQCRH	NA	NA	NA	22.4204423779052	NA	NA	NA	NA	NA	23.09333033208	21.9008738263615	NA	22.5904729015694	NA	22.0659743766272	NA	22.8664882835628	NA
P07942	LAMB1	20.1068823248393	NA	NA	21.309509535725	23.4268170586467	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.7242329615852	NA	NA
P07947	YES1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.8853901883847	NA	NA	23.5955073793413	NA	NA
P07954	FH	26.1045394957244	27.7676951588059	25.9996706909766	25.6670705883178	28.1246250316839	26.2971949757845	27.0681055008855	26.5719180694745	26.9263126999943	26.5863694800036	26.8907924068872	25.7062693667758	26.9544921821045	26.6845986790973	25.3991273522649	25.9934845737908	27.0810477738211	26.8238379997286
P07996;CON__Q28194;P49746	THBS1	26.1890848332128	22.5419583350809	26.2931867187324	26.1060438229995	23.3024429546878	22.1685274763954	26.7180045153259	20.6586681586404	21.6875448845035	24.3512458936211	25.9169571096854	25.6688031301386	25.3977683268226	27.2068887490319	26.7229430959317	24.9962486268326	25.9215084648307	26.3360670700282
P08069;P14616	IGF1R	NA	18.4270230559824	18.900594720495	18.3860625916916	NA	18.0506436539326	22.3428088426593	20.2293066534076	NA	NA	NA	NA	17.506984174732	NA	18.3547862075377	21.6283322203332	NA	NA
P08107	HSPA1A	29.9196911243076	30.4374059161463	30.2303234945416	29.8936899576554	30.1812461153703	29.8261092489362	30.656091879354	29.99209297011	30.3174007934065	30.2009080521636	30.0755042144789	29.1772020896241	29.7265718678008	30.0581048648722	29.2630696200576	29.6765474478195	30.11669199083	30.3237977672073
P08123	COL1A2	30.3572063310293	29.4539314608166	29.8525278805275	30.0614904849246	29.4804679273635	29.7714146632507	29.0234866318814	19.6418491430423	30.3367842709751	29.7632933302823	29.0552253401795	28.8490372085867	28.3577684004056	28.3620763785701	28.3426957950854	30.3322550153081	30.2056546897366	27.035316363977
